bookId,name,location,isbn,publisher,author,isBorrowed
541,The Nanny Diaries: A Novel,2F Section: 8,0312278586,St. Martin's Press,Emma McLaughlin,False
542,Biblioteca Universale Rizzoli: Sulla Sponda Del Fiume Piedra,1F Section: 23,8845229041,Fabbri - RCS Libri,P Coelho,False
543,I Giorni Dell'abbandono,1F Section: 9,887641486X,Edizioni E/O,Elena Ferrante,False
544,The Gizmo,1F Section: 6,0140370900,Puffin,Paul Jennings,False
545,The Last Best Hope of Earth: Abraham Lincoln and the Promise of America,3F Section: 17,0674511255,Harvard University Press,Mark E. Jr. Neely,False
546,Organic Chemistry (Saunders Golden Sunburst Series),3F Section: 3,0030096189,Saunders College Publishing,Stephen J. Weininger,False
547,Secrets of St. John's Wort: A Lynn Sonberg Book,2F Section: 12,0312965745,St. Martin's Press,Larry Katzenstein,False
548,Diet for a Poisoned Planet: How to Choose Safe Foods for You and Your Family,3F Section: 12,0345374657,Ballantine Books,David Steinman,False
549,Punished by Rewards: The Trouble With Gold Stars Incentive Plans A'S Praise and Other Bribes,2F Section: 11,0395710901,Houghton Mifflin,Alfie Kohn,False
550,Montessori Today: A Comprehensive Approach to Education from Birth to Adulthood,3F Section: 9,080521061X,Schocken Books,Paula Polk Lillard,False
551,Oil Painting Techniques (Artist's Painting Library),1F Section: 15,0823032612,Watson-Guptill Publications,David Lewis,False
552,Going down swinging,2F Section: 7,0679310002,Random House Canada,Billie Livingston,False
553,Confessions of a Sociopathic Social Climber : The Katya Livingston Chronicles (Katya Livingston Chronicles (Hardcover)),1F Section: 11,0312288115,Thomas Dunne Books,Adele Lang,False
554,Like a Hole in the Head,2F Section: 20,0316171107,Little Brown &amp; Co,Jen Banbury,False
555,Postmortem,3F Section: 28,0380710218,Harper Mass Market Paperbacks (Mm),Patricia Daniels Cornwell,False
556,The Cove,3F Section: 7,0515118656,Jove Books,Catherine Coulter,False
557,An Inconvenient Woman,3F Section: 26,0553289063,Bantam Books,Dominick Dunne,False
558,Shock Wave (Dirk Pitt Adventures (Paperback)),3F Section: 13,0671000306,Pocket,Clive Cussler,False
559,While My Pretty One Sleeps,1F Section: 22,0671673688,Pocket,Mary Higgins Clark,False
560,Antipodes 10,1F Section: 29,1561672033,Noble House,John Pascal,False
561,Kick Ass: Selected Columns of Carl Hiaasen,3F Section: 9,0425178242,Berkley Publishing Group,Carl Hiaasen,False
562,Everything Is Illuminated: A Novel,2F Section: 2,0618173870,Houghton Mifflin Company,Jonathan Safran Foer,False
563,Life of Pi,1F Section: 25,0156027321,Harvest Books,Yann Martel,False
564,Rules of the Wild,2F Section: 19,0375403582,Random House Inc,Francesca Marciano,False
565,Three Junes,3F Section: 17,0385721420,Anchor,JULIA GLASS,False
566,Back Roads,2F Section: 17,0451202341,Signet Book,Tawni O'Dell,False
567,In Her Shoes : A Novel,1F Section: 26,0743418190,Atria Books,Jennifer Weiner,False
568,The Kiss,1F Section: 18,0385335407,Delacorte Press,Danielle Steel,False
569,Home Spun: A Collection,1F Section: 7,0965746828,Winedale Publishing,Leon Hale,False
570,Sweet Hereafter Movie Tie-In : A Novel,3F Section: 18,0060923245,Perennial,Russell Banks,False
571,The Rime of the Ancient Mariner and Other Poems,2F Section: 2,0486272664,Dover Publications,Samuel Taylor Coleridge,False
572,11th Hour,3F Section: 22,0786015276,Pinnacle Books,Bradley Warshauer,False
573,In Country RI,3F Section: 11,0060913509,Perennial,Bobbie Ann Mason,False
574,Brazen Virtue,2F Section: 26,0553272837,Bantam Books,Nora Roberts,False
575,Ghost Moon,2F Section: 12,0440225078,Dell Publishing Company,Karen Robards,False
576,Brewing Up a Storm: A John Thatcher Mystery,1F Section: 17,0312145543,St Martins Pr,Emma Lathen,False
577,Strangers,1F Section: 5,0425181111,Berkley Publishing Group,Dean R. Koontz,False
578,Milk and Honey (Peter Decker/Rina Lazarus Novels),2F Section: 21,0380732688,Avon,Faye Kellerman,False
579,The Deep End of the Ocean (Oprah's Book Club),3F Section: 17,0140286276,Penguin Books,Jacquelyn Mitchard,False
580,Night Tales,1F Section: 4,0373484100,Silhouette,Nora Roberts,False
581,A Thousand Acres (Ballantine Reader's Circle),3F Section: 28,0449907481,Ballantine Books,JANE SMILEY,False
582,Chopping Spree,2F Section: 16,0553107305,Bantam,DIANE MOTT DAVIDSON,True
583,Four Blondes,1F Section: 22,080213825X,Grove Press,Candace Bushnell,False
584,River's End,3F Section: 28,0515127833,Jove Books,Nora Roberts,False
585,Summer Island,2F Section: 2,0345441133,Ballantine Books,KRISTIN HANNAH,False
586,The Straw Men,1F Section: 7,0515134279,Jove Books,Michael Marshall,False
587,The Doctor the Patient: The Personal Journey of a Physician With Cancer,3F Section: 11,0945586051,Editech Pr,Allen Widome,False
588,The Street Lawyer,1F Section: 29,0385490992,Doubleday Books,John Grisham,False
589,The Chamber,1F Section: 23,0385424728,Doubleday Books,John Grisham,False
590,Warlock : A Novel of Ancient Egypt,1F Section: 19,0312980388,St. Martin's Paperbacks,Wilbur Smith,False
591,The Teacher from the Black Lagoon,2F Section: 21,0590419625,Scholastic,Mike Thaler,False
592,The Partner,2F Section: 27,0385472951,Doubleday Books,John Grisham,False
593,Primal Scream,3F Section: 2,0451195663,Signet Book,Michael Slade,False
594,Chosen Prey,2F Section: 29,0425182878,Berkley Publishing Group,John Sandford,False
595,Guilty as Sin,2F Section: 0,0553564528,Bantam,TAMI HOAG,False
596,Night Sins,2F Section: 12,055356451X,Bantam,TAMI HOAG,False
597,The Second Time Around : A Novel,2F Section: 3,0743412621,Pocket,Mary Higgins Clark,False
598,Three,1F Section: 16,0849943728,WestBow Press,Ted Dekker,False
599,The Canopy,1F Section: 0,0849943450,WestBow Press,Angela Elwell Hunt,False
600,Blink,3F Section: 17,084994371X,WestBow Press,Ted Dekker,False
601,Last Battle,1F Section: 4,0590406019,Scholastic Paperbacks (Mm),C. S. Lewis,False
602,Prince Caspian,2F Section: 19,0020442408,MacMillan Publishing Company.,C. S. Lewis,False
603,Robert's Rules of Order,3F Section: 18,0553225987,Bantam Books,William Eisner,False
604,Abduction,3F Section: 5,042517736X,Berkley Publishing Group,Robin Cook,False
605,And Never Let Her Go : Thomas Capano: The Deadly Seducer,2F Section: 29,0671868713,Pocket,Ann Rule,False
606,Not a Day Goes By : A Novel,1F Section: 26,038549825X,Anchor,E. LYNN HARRIS,False
607,Sun Signs,2F Section: 6,0553202294,Bantam Doubleday Dell,Linda Goodman,False
608,The Vampire Lestat (Vampire Chronicles Book II),3F Section: 19,0345313860,Ballantine Books,ANNE RICE,False
609,The Mummy or Ramses the Damned,3F Section: 1,0345369947,Ballantine Books,Anne Rice,False
610,HIS LITTLE WOMEN : HIS LITTLE WOMEN,3F Section: 19,067170124X,Pocket,Judith Rossner,False
611,Her Mother's Daughter,3F Section: 28,0345353625,Ballantine Books,Marilyn French,False
612,Your Erroneous Zones,1F Section: 11,0308102282,Harpercollins,Wayne W. Dyer,False
613,The Night Listener,1F Section: 22,006017143X,HarperCollins Publishers,Armistead Maupin,False
614,Organizing from the Inside Out,2F Section: 24,0805056491,Henry Holt &amp; Company,Julie Morgenstern,False
615,The Hellfire Club,3F Section: 13,0679401377,Random House Inc,Peter Straub,False
616,The Diary of Jack the Ripper/the Discovery the Investigation the Debate,1F Section: 4,1562827049,Hyperion Books,Jack,False
617,Vanished,2F Section: 5,0385306032,Delacorte Press,Danielle Steel,True
618,The Women in His Life (G K Hall Large Print Book Series),2F Section: 0,0816152446,Thorndike Pr,Barbara Taylor Bradford,True
619,The Morning After,1F Section: 28,0821772953,Zebra Books,Lisa Jackson,False
620,Missing Susan,2F Section: 13,0345379454,Ballantine Books,SHARYN MCCRUMB,False
621,Hiding in the Shadows (Shadows Trilogy (Paperback)),2F Section: 6,0553576925,Bantam Books,Kay Hooper,False
622,Kitchen Privileges : A Memoir,1F Section: 28,0743206053,Simon &amp; Schuster,Mary Higgins Clark,False
623,We Are Our Mothers' Daughters,2F Section: 3,0688169678,Perennial,Cokie Roberts,False
624,Horus's Horrible Day (First Graders from Mars),1F Section: 11,0439319552,Scholastic,Shana Corey,False
625,My Garden (Beginning Literacy),1F Section: 12,0590870157,Scholastic,Jesse S. Ostrow,False
626,101 Dalmatians,3F Section: 21,0307001164,Golden Books Publishing Company,Justine Korman,False
627,In the Dinosaur's Paw (Kids of the Polk Street School),3F Section: 28,0440441501,Yearling,PATRICIA REILLY GIFF,False
628,Ralph S. Mouse,3F Section: 6,0590687301,Scholastic,Beverly Cleary,False
629,The First Journey (Animorphs. Alternamorphs 1),1F Section: 13,0439061644,Apple Signature (Scholastic),K. A. Applegate,False
630,How Do Dinosaurs Learn to Read,2F Section: 16,0439569842,Scholastic Inc.,Jane Yolen,True
631,My First Book about Space (Golden Look-Look Books (Paperback)),2F Section: 29,0307118703,Golden Books,Dinah L. Moche,False
632,You Be the Jury #02,1F Section: 25,0590418858,Scholastic,Marvin Miller,False
633,Comic Characters,3F Section: 18,030720152X,Golden Books,Craig Boldman,False
634,The Time Machine (Troll Illustrated Classics),3F Section: 22,0816728739,Troll Communications Llc,H. G. Wells,False
635,I Like School (in My World Series),2F Section: 1,0865050880,Crabtree Publishing Company,Bobbie Kalman,False
636,Sacred Ground,3F Section: 4,0812519655,Tor Books,Mercedes Lackey,False
637,Burning Water (Burning Water),2F Section: 16,0812524853,Tor Books,Mercedes Lackey,False
638,The Tightrope Walker,2F Section: 24,0449211770,Fawcett Books,Dorothy Gilman,False
639,MoveOn's 50 Ways to Love Your Country: How to Find Your Political Voice and Become a Catalyst for Change,2F Section: 7,193072229X,Inner Ocean Publishing,Moveon,False
640,Children of the Night,2F Section: 19,0812521129,Tor Books,Mercedes Lackey,False
641,Rainbow the Stormy Life of Judy Garland,1F Section: 23,0345251733,Ballantine Books,Christopher Finch,False
642,Cold Mountain (MTI) (Vintage Contemporaries),1F Section: 1,1400077826,Vintage,CHARLES FRAZIER,False
643,A Fountain Filled With Blood (A Rev. Clare Ferguson Mystery),3F Section: 25,0312995431,St. Martin's Paperbacks,Julia Spencer-Fleming,False
644,Out of the Deep I Cry : A Clare Fergusson/Russ Van Alstyne Mystery,1F Section: 4,0312312628,St. Martin's Minotaur,Julia Spencer-Fleming,False
645,Daisy Fay and the Miracle Man,2F Section: 19,0446394521,Warner Books,Fannie Flagg,False
646,Little House On the Prairie,1F Section: 12,0590021117,Scholastic Inc,Laura Ingall Wilder,False
647,Angela's Ashes: A Memoir,2F Section: 10,068484267X,Scribner,Frank McCourt,False
648,The Next Accident,1F Section: 18,0553578693,Bantam,LISA GARDNER,False
649,Socks (Cleary Reissue),2F Section: 27,0380709260,HarperTrophy,Beverly Cleary,False
650,The Pet Shop Mystery (Boxcar Children Special (Paper) No 7),2F Section: 7,0807565288,Albert Whitman &amp; Company,Gertrude Chandler Warner,False
651,In the Bleak Midwinter (A Rev. Clare Ferguson Mystery),3F Section: 9,0312986769,St. Martin's Minotaur,Julia Spencer-Fleming,False
652,The Amber Spyglass (His Dark Materials Book 3),1F Section: 18,0345413377,Del Rey,PHILIP PULLMAN,False
653,The Subtle Knife (His Dark Materials Book 2),1F Section: 6,0345413369,Del Rey,PHILIP PULLMAN,False
654,The Golden Compass (His Dark Materials Book 1),1F Section: 27,0679893105,Knopf Books for Young Readers,PHILIP PULLMAN,False
655,Eyeshot,2F Section: 12,0061096091,Harper Mass Market Paperbacks (Mm),Lynn S. Hightower,False
656,If Ever I Return Pretty Peggy-O,2F Section: 1,0345369068,Fawcett Books,Sharyn McCrumb,False
657,The Rosewood Casket,1F Section: 8,0451184718,Signet Book,Sharyn McCrumb,False
658,The Amazing Mrs. Pollifax,1F Section: 19,0449209121,Fawcett Books,Dorothy Gilman,False
659,Fast Food Nation: The Dark Side of the All-American Meal,1F Section: 23,0060938455,Perennial,Eric Schlosser,False
660,The Unsung Hero,1F Section: 8,080411952X,Ivy Books,Suzanne Brockmann,True
661,Two Princesses of Bamarre The,2F Section: 25,0060575808,Eos,Gail Carson Levine,False
662,Ella Enchanted (rack),3F Section: 15,0060558865,Avon,Gail Carson Levine,False
663,Passing for Thin : Losing Half My Weight and Finding My Self,3F Section: 15,0767912918,Broadway,FRANCES KUFFEL,False
664,Bloodlines (Dog Lover's Mysteries),2F Section: 5,0553298860,Bantam Books,Susan Conant,False
665,Kissing in Manhattan,1F Section: 22,0385335679,Delta,DAVID SCHICKLER,False
666,Echoes,1F Section: 6,0440122090,Dell,Maeve Binchy,False
667,Someone to Watch Over Me : A Novel,2F Section: 26,0671525832,Pocket,Judith McNaught,False
668,The Toynbee Convector,2F Section: 25,0553279572,Spectra Books,Ray Bradbury,False
669,One for the Money (Stephanie Plum Novels (Paperback)),2F Section: 3,0061009059,HarperTorch,Janet Evanovich,False
670,The Bell Jar : A Novel (Perennial Classics),3F Section: 27,0060930187,Perennial,Sylvia Plath,False
671,A polar bear called Pingo,2F Section: 22,0516076272,Childrens Press,Ilona Koidahl,False
672,Dark Lady,3F Section: 4,0679450432,Alfred A. Knopf,Richard North Patterson,False
673,The Future Scrolls,1F Section: 9,0821775863,Zebra Books,Fern Michaels,False
674,About Face,3F Section: 6,0821770209,Zebra Books,Fern Michaels,True
675,Tarot Says Beware (A Herculeah Jones Mystery),1F Section: 6,0670855758,Viking Books,Betsy Byars,False
676,Globalhead,2F Section: 25,0553562819,Spectra Books,Bruce Sterling,False
677,Along Came a Spider (Alex Cross Novels),3F Section: 1,0446364193,Warner Books,James Patterson,False
678,Simple Abundance:  A Daybook of Comfort and Joy,2F Section: 19,0446519138,Warner Books,Sarah Ban Breathnach,False
679,The River King,3F Section: 15,0425179672,Berkley Publishing Group,Alice Hoffman,False
680,Final Appeal,2F Section: 22,0061042943,HarperTorch,Lisa Scottoline,False
681,Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life,2F Section: 5,0399144463,Putnam Pub Group (Paper),Spencer Johnson,False
682,Atonement,1F Section: 27,0965404560,Nan A. Talese,Ian McEwan,True
683,Why Do Clocks Run Clockwise? and Other Imponderables: Mysteries of Everyday Life Explained,2F Section: 29,006015781X,Harpercollins,David Feldman,False
684,Someone to Watch Over Me : Stories,1F Section: 18,0060930705,Perennial,Richard Bausch,False
685,Stately Pursuits,1F Section: 1,0312206763,Griffin Trade Paperback,Katie Fforde,False
686,The Pinball Effect: How Renaissance Water Gardens Made the Carburetor Possible-And Other Journeys Through Knowledge (Pinball Effect),1F Section: 8,0316116025,Little Brown &amp; Co,James Burke,False
687,My Father Dancing (Harvest Book),2F Section: 20,0156013967,Harvest Books,Bliss Broyard,False
688,Women on the Case,3F Section: 28,0385314019,Bantam Dell Pub Group,Sara Paretsky,False
689,New Cardiff,1F Section: 8,0743444167,Washington Square Press,Charles Webb,False
690,Almost: A Novel,1F Section: 27,0618231617,Mariner Books,Elizabeth Benedict,False
691,A Tally of Types: With Additions by Several Hands ; And With a New Introduction by Mike Parker,1F Section: 1,1567920047,David R. Godine Publisher,Stanley Morison,False
692,Stand Still Like the Hummingbird,1F Section: 9,0811203220,New Directions Publishing Corporation,Henry Miller,False
693,Crossing the Unknown Sea: Work As a Pilgrimage of Identity,3F Section: 13,1573229148,Riverhead Books,David Whyte,False
694,The Future of Leadership: Today's Top Leadership Thinkers Speak to Tomorrow's Leaders,3F Section: 5,0787955671,Jossey-Bass,Warren  Bennis,False
695,Expecting Adam: A True Story of Birth Rebirth and Everyday Magic,3F Section: 23,0425174484,Berkley Publishing Group,Martha Beck,False
696,No Future Without Forgiveness,3F Section: 19,0385496907,Image,Desmond Mpilo Tutu,False
697,A Call to Conscience : The Landmark Speeches of Dr. Martin Luther King Jr.,3F Section: 19,0446523992,Warner Books,Kris Shepard,False
698,On the Road (Penguin 20th Century Classics),1F Section: 3,0140185216,Penguin USA (Paper),Jack Kerouac,False
699,I And Thou,2F Section: 9,0684717255,Free Press,Martin Buber,False
700,The Prince (Dover Thrift Editions),2F Section: 23,0486272745,Dover Publications,NiccolÃ² Machiavelli,False
701,Sarajevo maybe (Anni Novanta/Feltrinelli),2F Section: 25,8807120194,Feltrinelli,Gianfranco Bettin,False
702,Becoming a Man : Half a Life Story,2F Section: 19,0062507249,HarperSanFrancisco,Paul Monette,False
703,OLD MAN AND THE SEA,2F Section: 16,0684801221,Scribner,Ernest Hemingway,False
704,Diary of a Teenage Girl - Becoming Me : Diary Number 1 (Diary of a Teenage Girl),3F Section: 26,1576737357,Multnomah,Melody Carlson,False
705,The Dominant Blonde,1F Section: 14,0060083298,Avon Trade,Alisa Kwitney,False
706,Where the Heart Is (Oprah's Book Club (Paperback)),3F Section: 11,0446672211,Warner Books,Billie Letts,False
707,The Girls' Guide to Hunting and Fishing,1F Section: 7,0140293248,Penguin Books,Melissa Bank,False
708,Rena's Promise: A Story of Sisters in Auschwitz,1F Section: 7,0807070718,Beacon Press,Rena Kornreich Gelissen,False
709,America the Beautiful: A Novel,2F Section: 17,0743213831,Touchstone,Moon Unit Zappa,False
710,Easy Travel to Other Planets,3F Section: 8,0345305477,Ballantine Books,Ted Mooney,False
711,The Mist and the Magic (Harper Monogram),3F Section: 24,0061080519,Harper Mass Market Paperbacks,Susan Wiggs,False
712,Icy Sparks,3F Section: 12,0142000205,Penguin Books,Gwyn Hyman Rubio,False
713,The True and Outstanding Adventures of the Hunt Sisters: A Novel,1F Section: 6,0316735027,Little Brown,Elisabeth Robinson,False
714,The Time Traveler's Wife,3F Section: 4,193156146X,MacAdam/Cage Publishing,Audrey Niffenegger,False
715,Strange Fits of Passion: A Novel,1F Section: 18,015600710X,Harvest Books,Anita Shreve,False
716,The Monk Downstairs: A Novel,3F Section: 19,0062517856,HarperSanFrancisco,Tim Farrington,False
717,Lost in Place: Growing Up Absurd in Suburbia,1F Section: 21,0679767789,Vintage Books USA,Mark Salzman,False
718,My Name Is Asher Lev,3F Section: 2,0449911683,Ballantine Books,Chaim Potok,False
719,Waking the Dead,1F Section: 11,0425169626,Berkley Publishing Group,Scott Spencer,False
720,Davita's Harp,1F Section: 4,0449207757,Fawcett Books,Chaim Potok,False
721,The Book of Lights,3F Section: 21,0449245691,Fawcett Books,Chaim Potok,False
722,The Mimic Men,2F Section: 20,0140029400,Penguin USA,V. S. Naipaul,False
723,The Mystic Masseur,3F Section: 20,0140021566,Penguin USA,V.S. Naipaul,False
724,Regain,2F Section: 18,2253004022,LGF,Jean Giono,False
725,Le Grand Meaulnes (Classiques De Poche),2F Section: 6,2253005274,Distribooks Inc,Alain-Fournier,False
726,A l'Ouest rien de nouveau,1F Section: 21,225300670X,LGF,Erich Maria Remarque,False
727,Pourquoi j'ai mangÃ?Â© mon pÃ?Â¨re,2F Section: 26,2266084372,Pocket,Lewis,False
728,Ravage,1F Section: 5,2070362388,Gallimard French,Rene Barjavel,False
729,Voyage d'une parisienne Ã?Â  Lhassa,3F Section: 12,2266029460,Pocket,Alexandra David-NÃ?Â©el,False
730,Les Fleurs Du Mal,1F Section: 28,2253007102,Livre De Poche French,C. Baudelaire,False
731,Chroniques martiennes,3F Section: 3,2070417743,Gallimard,Ray Bradbury,False
732,Le Diable Au Corps,3F Section: 28,2266033689,Presses Pocket French,Raymond Radiguet,False
733,La Faute de l'abbÃ?Â© Mouret,1F Section: 2,2070384349,Gallimard,Emile Zola,False
734,L'Homme Qui Plantait Des Arbres,1F Section: 17,207053880X,Distribooks Inc,Jean Giono,False
735,La Guerre Des Boutons,2F Section: 10,2070334368,Livre de Poche,Pergaud,False
736,Paroles de Poilus : Lettres et carnets du front 1914-1918,3F Section: 13,2290314951,J'ai lu,Collectif,False
737,Une porte sur l'Ã?Â©tÃ?Â©,3F Section: 24,229000510X,J'ai lu,Robert A. Heinlein,False
738,Die Entdeckung der Langsamkeit.,3F Section: 1,3492207006,Piper,Sten Nadolny,False
739,Die Grenzen des Geschlechts: Anleitungen zum Sturz des internationalen Patriarchats : Amnesty for Women (Rororo Sachbuch),3F Section: 18,3499177757,Rowohlt,Cheryl Benard,False
740,Frauen der Welt: Vom Fortschritt der Ungleichheit,3F Section: 18,3889774016,Lamuv,Christa Wichterich,False
741,I Ging. Das Buch der Wandlung. Das groÃ?Â?e Weisheits- und Orakelbuch der alten Chinesen.,3F Section: 1,3502670005,O. W. Barth Bei Scherz,John. Blofeld,False
742,African Women: Their Struggle for Economic Independence,2F Section: 12,0905762487,Palgrave-Macmillan,Christine Obbo,False
743,Die globalisierte Frau: Berichte aus der Zukunft der Ungleichheit (Frauen aktuell),3F Section: 5,3499222604,Rowohlt,Christa Wichterich,False
744,Women are the Niggers of the World: Ã¼ber Frauen Herrenmenschen und Nietzsches Peitsche (AtV Dokument und Essay),3F Section: 9,3746670055,Aufbau Taschenbuch Verlag,Peter B Heim,False
745,Sense and Sensibility (Penguin Popular Classics),2F Section: 6,0140620427,Penguin Books Ltd,Jane Austen,False
746,Der gemietete Mann.,3F Section: 8,3596144434,Fischer (Tb.) Frankfurt,Hera Lind,False
747,Der Gott der kleinen Dinge.,1F Section: 12,3442724686,btb,Arundhati Roy,False
748,The Da Vinci Code,3F Section: 9,0385504209,Doubleday,Dan Brown,False
749,The Rescue,3F Section: 13,0446525502,Warner Books,Nicholas Sparks,False
750,A Map of the World,3F Section: 28,0385500769,Doubleday Books,Jane Hamilton,False
751,Edge of Danger,1F Section: 26,0399147012,Putnam Publishing Group,Jack Higgins,False
752,Bridget Jones : The Edge of Reason,1F Section: 9,0670892963,Viking Books,Helen Fielding,False
753,Vinegar Hill (Oprah's Book Club (Hardcover)),2F Section: 1,0688180639,HarperCollins,A. Manette Ansay,False
754,The Pilot's Wife : A Novel Tag: Author of the Weight of Water (Oprah's Book Club (Hardcover)),1F Section: 11,0316789089,Little Brown,Anita Shreve,False
755,Saving Private Ryan: A Novel,2F Section: 14,0451197275,Signet Book,Max Allan Collins,False
756,Big Trouble,3F Section: 2,0425184129,Berkley Publishing Group,Dave Barry,False
757,Snow Falling on Cedars,1F Section: 16,0151001006,Harcourt,David Guterson,False
758,Skipping Christmas,1F Section: 10,0385505833,Doubleday,JOHN GRISHAM,False
759,The Reader,2F Section: 29,0679442790,Random House,Bernhard Schlink,False
760,Cheaters,3F Section: 28,0525943862,Dutton Books,Eric Jerome Dickey,False
761,Angel Falls,3F Section: 8,0609605925,Crown,KRISTIN HANNAH,False
762,The Saving Graces : A Novel,2F Section: 29,0060191929,HarperCollins,Patricia Gaffney,False
763,Daddy's Little Girl,2F Section: 11,0743206045,Simon &amp; Schuster,Mary Higgins Clark,False
764,The Vineyard : A Novel,1F Section: 4,0684864843,Simon &amp; Schuster,Barbara Delinsky,False
765,The Looking Glass : A Novel (The Locket Series),2F Section: 25,0684867818,Simon &amp; Schuster,Richard Paul Evans,False
766,If Only It Were True,2F Section: 11,0743406176,Atria,Marc Levy,False
767,Dear Stranger Dearest Friend,1F Section: 29,0380978539,William Morrow &amp; Company,Laney Katz Becker,False
768,The Cider House Rules: A Novel (Modern Library),1F Section: 15,0679603352,Modern Library,John Irving,False
769,Lolita (Everyman's Library (Cloth)),1F Section: 19,0679410430,Everyman's Library,VLADIMIR NABOKOV,False
770,Message in a Bottle,3F Section: 5,0446523569,Warner Books,Nicholas Sparks,False
771,Blackbird: A Childhood Lost and Found,3F Section: 22,0671042556,Atria,Jennifer Lauck,False
772,Protect and Defend,1F Section: 16,0679450440,Random House Inc,Richard North Patterson,False
773,Blue Heaven (Contemporary American Fiction S.),2F Section: 24,0140107649,Penguin Books,Joe Keenan,False
774,Julie and Romeo,2F Section: 0,0609606727,Harmony,Jeanne Ray,False
775,The Guardian,2F Section: 24,0446527793,Warner Books,Nicholas Sparks,False
776,Nights in Rodanthe,2F Section: 5,0446531332,Warner Books,Nicholas Sparks,False
777,Man and Boy,1F Section: 15,1570717257,Sourcebooks Landmark,Tony Parsons,False
778,One Heart,3F Section: 12,0060192631,HarperCollins Publishers,Jane McCafferty,False
779,Like Water for Chocolate: A Novel in Monthly Installments With Recipes Romances and Home Remedies,3F Section: 14,0385420161,Doubleday Books,Laura Esquivel,False
780,The Two Towers (The Lord of the Rings Part 2),3F Section: 6,0345339711,Del Rey,J.R.R. TOLKIEN,True
781,All of Me: A Voluptuous Tale,2F Section: 11,052594463X,Dutton Books,Venise T. Berry,False
782,The Perfect Storm: A True Story of Men Against the Sea,1F Section: 26,039304016X,Little Brown and Company,Sebastian Junger,False
783,The Villa,3F Section: 18,0399147128,Putnam Publishing Group,Nora Roberts,False
784,In This Mountain,1F Section: 24,0670031046,Viking Books,Jan Karon,False
785,All the Pretty Horses (Border Trilogy Vol 1),3F Section: 19,0394574745,Alfred A. Knopf,Cormac McCarthy,False
786,Suzanne's Diary for Nicholas,1F Section: 29,0316969443,Little Brown,James Patterson,False
787,He Sees You When You're Sleeping : A Novel,3F Section: 4,0743230051,Scribner,Mary Higgins Clark,False
788,2nd Chance,2F Section: 25,0316693200,Little Brown,James Patterson,False
789,The Carousel : A Novel,1F Section: 28,0684868911,Simon &amp; Schuster,Richard Paul Evans,False
790,The Promise Remains,1F Section: 15,0842336214,Tyndale House Publishers,Travis Thrasher,False
791,You Cannot Be Serious,3F Section: 4,0399148582,Putnam Publishing Group,John McEnroe,False
792,LAKE NEWS : A Novel,1F Section: 14,0684864320,Simon &amp; Schuster,Barbara Delinsky,False
793,Liar's Game,3F Section: 28,0525944834,Dutton Books,Eric Jerome Dickey,False
794,Out of the Blue,3F Section: 24,0345428900,Ballantine Books,Sally Mandel,False
795,Voice of the Eagle,3F Section: 13,0451176812,Signet Book,Linda Lay Shuler,False
796,The Kingdom by the Sea: A Journey Around Great Britain,1F Section: 15,0671525794,Pocket Books,Paul Theroux,False
797,Shattered Uk,1F Section: 5,0718144538,Michael Joseph Ltd,Dick Francis,False
798,The Proud and the Free,3F Section: 29,0446602086,Warner Vision,Janet Dailey,False
799,Shoah,1F Section: 6,0394551427,Random House Inc,Claude Lanzmann,False
800,The Bad Beginning (A Series of Unfortunate Events Book 1),3F Section: 8,0064407667,HarperCollins,Lemony Snicket,False
801,TERROR FIRMA,2F Section: 11,0007100221,Trafalgar Square,Matthew Thomas,False
802,Le Loup-garou,2F Section: 29,2253148539,LGF,Boris Vian,False
803,Chronique d'une mort annoncÃ?Â©e,1F Section: 24,2253043974,LGF,Gabriel Garcia Marquez,True
804,Le neveu d'AmÃ?Â©rique,1F Section: 13,2020315491,Seuil,Luis SepÃ?Âºlveda,False
805,Last Exit to Brooklyn,2F Section: 13,0747549923,Bloomsbury Pub Ltd,Hubert Selby,False
806,More George W. Bushisms: More Verbal Contortions from America's 43rd President,1F Section: 6,0743462335,Simon &amp; Schuster (Trade Division),Jacob Weisberg,False
807,Therapy,1F Section: 1,0140253580,Penguin Putnam~trade,David Lodge,False
808,Scottish Ghosts,2F Section: 20,0947782141,Lomond Books,Judy Hamilton,False
809,Awful End (Eddie Dickens Trilogy S.),2F Section: 15,057120354X,Faber Children's Books,Philip Ardagh,False
810,The Wasp Factory,2F Section: 16,0349101779,Abacus,Iain Banks,False
811,George W. Bushisms : The Slate Book of The Accidental Wit and Wisdom of our 43rd President,1F Section: 29,0743222229,Fireside,Jacob Weisberg,False
812,The World's Stupidest Laws,2F Section: 12,185479549X,Michael O'Mara Books,David Crombie,False
813,"Of Mice and Men (Steinbeck \Essentials\"")""",2F Section: 25,0140292918,Penguin Books Ltd,John Steinbeck,False
814,The World's Stupidest Signs,1F Section: 26,1854795554,Michael O'Mara Books,Michael O'Mara,False
815,Nessie: The Loch Ness Monster,2F Section: 7,1858813093,Trafalgar Square Books,Richard Brassey,False
816,XIII tome 13 L'enquÃ?Âªte : the XIII mystery,1F Section: 14,2871290911,Dargaud,Jean Van Hamme,False
